tweet	sentiment
     From Randuk to Jakande Gate is moving slowly due to high influx. NNPC junction is good towards NNPC depot. Immediately after NNPC junction towards Iyana-Ejigbo is good. Iyana Ejigbo to Powerline is good. From Powerline to Egbe bridge 	Positive
     From Sabo Roundabout to Onimalu enroute Alaka down to Itamaga Intersection is good to go likewise the return journey.   From Itamaga Intersection to traffic light is being regulated by the alternations by the traffic light to Elepe,	Positive
due to the fuel station that is dispensing fuel but officers are on ground managing the situation.  From Energy down to Maya, Adamo to connect Imota and Agbowa both inward and outward are in good shape.	Positive
From Olorunsogo inward Mushin is an appreciable movement, while from Ojuwoye is slightly slow occasioned by traffic light alternation, while immediately after Ojuwoye inward Luth junction, Olosha, Idi-oro enroute Moshalashi is still very much in order.	Positive
PRESS RELEASE  TRICYCLE OPERATORS ATTACK LASTMA OFFICIALS AT OJOTA.   Rob Officers of Money, Phones, Wrist Watches Officials of the Lagos State Traffic Management Authority (LASTMA) were attacked with dangerous weapons while on official duties at Ojota by members  	Negative
    There is a brokendown loaded truck having tyre problem on the side of the road at Marwa intersection inward Lekki with minimal impact on traffic. The owners are working on it as officers manage the traffic .     	Negative
    Picture of an accident that occurred at Owode elede inward Mile12 that involved a t loadedTipper and a commercial bus, casualty have beeen taken to the hospital. Vehicular movement is affected from Owode onirin. 	Neutral
 has appreciable movement. Return journey from Adekunle 3rd mainland enroute Sura, Sangrouse to link High court is in good shape, Obalende bridge to link Marina bridge down to Apongbon is good to go.          	Positive
      A container laden truck has fallen on a bus at Ojuelegba, inwards Fadeyi. Effort is currently being made towards rescue and evacuation.                	Neutral
Ogolonto inward Agric is good.  Agric inward Aruna to Benson is good.  Benson inward Ikorodu round about is slow.        	Positive
        Costain inward Iganmu is ok.                              Iganmu inward Alaba Suuru is moving appreciably likewise the return journey,              Iganmu bridge inward Ijora Sifax, Ijora Bridge, Ijora 7up roundabout,...	Positive
   Traffic is gd inw Thomas Salako jnctn, Joseph Odunlami, Nationwide, Ajayi Rd jnctn inw Aguda by Excellence Hotel.        	Neutral
  The earlier reported loaded tipper at Irawo Inward Mile 12 is now out of the road, our men are flushing the generated backlog of traffic rigorously.  	Neutral
Dangote u-turn inward Ikeja on Oba Akran is moving steadily. The return journey back to Mobil Ashade is a moving traffic. Mobil Ashade inward Moshalasi Alhaja  connecting PenCinema ubridge is good in and out.      	Positive
Good on Broad Street towards freedom park, First Baptist Church and book shop house. Still good onward Tinubu Square, but slow from Martins street junction toward Apongbon exit.      	Positive
Olayiwola to Ajoke Estate gate is free, but gets busy down to Fagba intersection. Movement ascending the railway level crossing is slow. Moving towards Amala junction is  steady flow to Olayiwola.  Movement Inw  Ishaga R/about from Fagba intersection is busy.	Positive
Our personnel and men of Nigeria Police Force are on ground doing the needful.                	Neutral
Ilubirin inward Adeniji down to Adekunle on third mainland bridge is good to go, ilubirin inward cater bridge is good to go.  It is a slow movement on osborne road inward Emergency point to connect ilubirin,	Positive
  Officers are also on ground managing the traffic situation at the moment.       	Neutral
Aye junction inward journey Aswani is good to go, likewise the return journey. Daleko bridge inward journey Palm avenue junction is slow a moving traffic, due to delays at the traffic lights by  Palm avenue junction. Return journey is also a slow moving traffic.	Negative
Ganiyu Smith road is good to connect Igbosere and linking Bamgbose Street.  Good movement on Bamgbose to connect back to Campos Square and Tinubu Square.  Good descending CMS bridge toward Cathedral and  Odunlami except for alternation delay at Cathedral.	Positive
Apakun inward Airport is good, both inward and outward journey, while movement on the service lane is busy, due to high influx and alternation delays by Lateef Salami.	Positive
8:00AM]     Traffic is slightly busy from Mekwen bridge inward Bonny Camp due to alternation and fuel queue along Ahmadu Bello Way.       	Positive
Gd movement thru Chinatown, Alapere, Ogudu, Ifako, Olopomeji inw the Third Mainland Bridge.        	Neutral
    There's a brokendown truck having propeller issue at Alakuko inw Tollgate causing slow movement at the moment. Efforts ongoing to evacuate it off the road.         	Negative
    Ajuwon rd enroute Ishaga and also Toyin towards Ishaga moves well. Proceeding towards Gudugba and Lolo is also a rapid flow but very slow from Lonlo enroute Fagba intersection due morning influx and ongoing alternation.	Negative
     This loaded truck broke down on Dorman-long bridge inward Ojuelegba, effort is on to fix it. Traffic is still good on the stretch, Drive safe!     	Positive
Ìn the same vein, our various link bridges; Sheraton link and Opebi-Welfare link bridges are traffic-free.         	Neutral
Bolade U/turn inward Goro is good down to Cappa, Ilupeju bypass.  Olorunshogo inward Palm Avenue is busy down to Daleko bridge.  Daleko in and out of Laspotech is busy for now. Daleko inward Mushin is slightly busy for now.    	Positive
Charity connecting Abule egba MOBIL is busy due to the fuel queue at MOBIL filling Station.  Better movement inward U-turn, Meiran enroute Ajegunle.   The rescue operation is still ongoing at the impediment at AMJE inward toll gate thereby impeding the free flow of traffic	Positive
     Mcwen bridge inward Bonnycamp roundabout is good to go.   Ahmadu bello is also in a good traffic condition.  Adetokunbo ademola enroute Ajose adeogun ligali ayorinde is very appreciable.	Positive
...Mile12 bridge enroute Kosofe. Kosofe inw Iyana Sch, Ile-Ile through Ikosi Junction is slow. Further movement towards the Interchange, Ojota is ok but slow proceeding to New Garage. New Garage inw Odoyalaro all through to Onipan, but slow proceeding to Fadeyi.	Negative
 to  Alhaji Lookman Atobajeun and Swimming pool. Movement from Hollandia way to Eleganzer enroute Jesus House to connect Osolo-way is good.    	Positive
 bridge.  Ilepo corridor both inward and outward is equally good.   There is an impediment at Meiran inward Toll Gate of a broken down Tipper Truck with no effect on traffic at the moment. Effort is on to move it off the road.    	Positive
     Movement from Odogun, Ajegunle, Thomas, Irawo, Weigh Bridge, Owode Onirin, OwodeElede, Mile12 to Kosofe is good. RJ from Kosofe, Mile12, OwodeElede, Owode Onirin, Weigh Bridge, Irawo, Thomas, Ajegunle to Odogun is also good.   	Positive
    Movement from Ajah inw Ilaje is good, while connecting VGC is slightly busy. Immediately after VGC is good towards Ikota, Toll plaza, Chevron, while from Chevron connecting Igboefon, Jakande is busy due to influx.	Positive
          Traffic along Mile 2 express to Cele - ijesha express has been diverted to the service lane up to Cele under bridge inward Oshodi due to road construction on the main carriage way while movement from Cele under bridge 	Positive
     Report of a broken down container laden truck developed an electrical fault at Ogolonto close to the intersection inward  Agric.	Negative
Egbe bridge.  From Double Powerline to Iyana-Ejigbo toward NNPC junction is good to go,  From NNPC depot and Mobostic towards Canoe is Slow While from NNPC junction towards Jakande Gate is also good to go.	Positive
Adeniji Adele road through Oba's palace and Police post is very much ok.         	Positive
Nurudeen Olowopopo inward and outward is good  aside alternation delays.  Obafemi Awolowo Road from Barrack, Civil Defence , Shoprite, Coca-Cola junction and Radio is good.      	Positive
    Charity and Abule egba corridor is busy due to fuel queue at MOBIL filling Station.  Charity connecting Social Club Rd is good but slightly busy on the return journey due to alternation.  Ilepo corridor is very good at the moment.	Positive
Slow moving traffic from Ogidan to ShopRite is slow due to the alternation.  From ShopRite stretch to Majek, Awoyaya towards Eleko to T-junction is good to go. The return journey from T-junction enroute Eleko towards Awoyaya to crown estate is in good shape.	Positive
9. Elegbata, Ebute Ero to Police Post to link the 3rd Mainland Bridge (Adeniji Adele) to further connect their desired destinations.*  While stressing that all the adjourning Streets leading to the dedicated routes for the movement of Mr. President will be temporarily closed.	Negative
      Traffic in/ out of the Third Mainland Bridge is gd at the moment.  Remember to keep it within the regulated sped limit.               	Neutral
  This is noted and it has been sent to the management from your previous tweet.	Negative
Elegbata sports complex towards Ebute Ero enroute Police Post in good shape at the hours.         	Positive
We have Tankers from 7up bridge occupying one lane inward the Depot  Total on Marine bridge up to Danlami up is good to go At Naggaf inward Area B, a lane is available and good to go while Export Trucks occupies the 2nd lane.	Positive
 is still very much good to go.         	Positive
Daleko bridge inward Palm Avenue junction is good.  Five Stars Iyana Isolo, Iyana Itire inward Ijesha express is good only on the service lane.         	Positive
It gets busy approaching Ikeja Ubridge,  Kodesho, Gen Hospital Ubridge own to morning influx coupled with alternation delay. Local Airport inw General Hospital Ubridge through Oba Akinjobi way is busy. The outward journey from Oba Akinjobi enroute General Hospital Ubridge is busy	Positive
Leaving Haruna, traffic is gd thru Oyemekun approaching NNPC by Fadare.  Still gd inw Thomas Salako jnctn, inw Nationwide, Ajayi Rd jnctn and Aguda by Excellence Hotel.       	Neutral
The return journey from Iddo backward to otto is good while it is a steady moving traffic from otto to Boston roundabout.  Steady moving traffic inward total filling station enroute Apena cemetery down to Adekunle intersection.	Positive
      Are   Officers involved? If so, which location?	Neutral
Traffic is slightly busy on  Sheraton link bridge inward journey Salvation Junction along Opebi Road en-route Opebi-Welfare link bridge. The return journey is good.	Positive
       Traffic is gd from College by Ifako International thru Fadipe Rd, to College by African Church Model College, inw Estate, Idiagbon, Orimolade, Haruna, Oyemekun to NNPC by Fadare.        	Neutral
...Charle boy is good while return journey from Charle boy back to Gbagada is slow moving traffic towards Iyana Oworo.         	Positive
     Traffic movement from sabo roundabout inward itamaga is good to go while the  return trip is okay but there is a  little delay when approaching sabo roundabout due to the alternation.	Positive
        Slow moving traffic from Otedola to Berger bus stop, better movement to Kara and the return jounery from Kara into Lagos is good to go, Isheri Olowora, River valley, Kosoko is a moving traffic but steady, better movement to VIS, Kosoko,...	Positive
CMS Bridge descending Odunlami by inner Marina is good,   Return journey from Apogbon Bridge descending CMS by outer Marina inward State House is good. Officers Mess ascending McWen Bridge down to Bonny Camp is good. Obalende Bridge and the stretch of Ilubirin is good.	Positive
Yes.. Restriction of movement begins from 5am - 11am.. After that, they can move till 4pm. Restriction starts again till 11pm in the night.	Neutral
"    ""Drive With Reason This Holiday Season"".                               "	Neutral
it’s slower from Olopomeji to Iyana Oworo due to bus stop activities. Traffic also moves gradually on third mainland bridge just after Ilaje enroute Island.  Return journey on the third mainland bridge back to Tollgate and Berger is good.    	Positive
       A lone accident involving a cement-loaded truck has occured at Super, inwards Abule Egba. The said vehicle has totally blocked off the road, thereby hindering the flow of traffic, 	Positive
Jonathan Coker road, Olayiwola and Charity road are all looking good this time.    	Positive
Ijora Olopa thru the High bridge inward Area B on Marine bridge is good.  Early morning rush out of Apapa thru the Marine bridge to connect both Ijora and Iganmu is equally good.  No impediment sighted at the moment.          	Positive
...Agbara Custom check point. Lasu Iba road still looking good. Alaba international is also good.    	Positive
Old Defence Road is free.  Ganiyu Smith Road is free as well.   Bamgbose Street to connect back to Campos Square and Tinubu Square is good to go.        	Positive
Leventis corridor to connect Marine bench and Ijora bridge outward Apapa is good.  Our personal are at their  various points, doing the needful.          	Positive
      The scene of the earlier reported accident involving a 4matic Benz and a mini truck at Ilubirin inward Adeniji has now been cleared.       	Neutral
      Traffic is good from Ikorodu R/Abt thru Benson, Haruna, Agric, Ogolonto, Majidun, Itowolo, Odogun, Ajegunle, Irawo and Owode.  Budding commercial activities might slow you down at Mile 12.       	Positive
      A 40ft container laden truck having tractor tyre issue broke down under Ijora olopa bridge inward Iddo, the road is currently inaccessible to high capacity vehicles but officers are on ground managing the situation. 	Positive
Odo Eran inward Chemiron junction, metal box road connecting Acme is good to go also the return journey is in good shape.  Acme road inward first gate through fumec is on a steady movement also the return journey is good to go at the moment.   	Positive
      Isheri roundabout inward Egbeda, Banire, and Moshalashi roundabout is gtg, but there is slight delay at Egbeda intersection,  Return journey back to Isheri from Moshalashi, Egbeda, Celiat is good to go. In and out of Akowonjo is also good	Positive
Traffic is still relatively good on the stretch of Obasekumade Road in spite of the counter flow in place for movement in both directions.       	Positive
      Traffic from Obadore to Afolabi, Akesan, Olowola and Omolade is gd.  Traffic is also gd from Omolade inw Igando, General Hospital, Oko filling, Odo Eran, Diamond Estate to Isheri is gd.         	Positive
      Movement from 7up through Mobolaji Johnson down to Alausa intersection is good to go.  Nurudeen Olowopopo in and out is calm. Movement from barracks to Coca-Cola en-route Radio is good.  Radio to Allen intersection is good.	Positive
All Eko Bridge bound Traffic are being detoured via Costain and on to the Eko Bridge.  Men strategically located even as safety measures are being out in place and rescue teams en-route to recover and evacuate.        	Neutral
Mechanic village link bridge to Adewunmi abudu, Seriki Abass down to Asa Afariogun intersection where manual alternatiions is on is good to go, movement to Joy avenue to Awoniyi Elemo junction down to 7 and 8 junction to connect Airport road is fine.	Positive
However, earnest effort has commenced to get them away from the corridor.         	Neutral
Charity Inward Abule Egba MOBIL is good to go.   The stretch of Abule egba-Ajegunle corridor both inward and outward is very encouraging at this moment asides the little delay by the U-turn and Meiran inward toll gate due to the bad road and turning activities.	Negative
Traffic is gd leaving Fadeyi thru Onipan, Palmgrove, Obanikoro, Anthony thru Idiroko, the Independence Tunnel then slow at Odo-Iyalaro all the way to New Garage.        	Negative
        Which of the b/stop?	Neutral
      A loaded tanker broke down at kosofe a while ago, the problem has since been fixed and driven off.   Traffic is gd at the moment.         	Negative
     It's a busy movement on Lateef Jakande Road Agidingbi for now due to the fuel queues at BOVAS and NNPC filling stations on Oba Ogunusi Road.       	Negative
     Movement from 7up through Mobolaji Johnson down to Alausa intersection in and out is good.  The stretch of Nurudeen Olowopopo in and out is also good at the moment.       	Positive
slight delay noted @ various alternation points on the stretch.  Adeniyi jones - hacco towards Aromire connecting Allen intersection is getting  busy while return journey is good to go.  Lateef Jakande road is still okay Omole roundabout towards Wemco junction is good,	Positive
        Traffic is gd from Iyana Oworo thru Gbagada, West End Newcastle, Anthony Bridge, Barracks, Oshodi Bridge, Charity, Toyota, Five Star and Iyana Isolo.       	Neutral
This impediment is now out of the way.	Neutral
      Abbattoir towards Charity is moving steadily with backlog at Catholic church Inward Social club Rd is good but slightly busy on the return journey  Abule egba MOBIL is busy due to fuel queue	Positive
...Custom, Allen Avenue, Obafemi Awolowo way and Aromire road are all calm at the moment.          	Positive
Return trip from Osborne inward Osborne foreshore is good. Osborne foreshore inward Bayokuku is good. Bayokuku inward Golden gate is better. Golden gate inward Nnpc and Falomo bridge is a gradual movement due to a broken down car that has just been recovered.  	Positive
This accident is presently slowing down movement by officers are on ground managing the situation effectively.   More updates shortly.           	Positive
Taffic from the Synagogue Oju Odo to Ikotun round about and the Ikotun Old Garage is slow due to commercial activities.  The return journey is good and fast.  No record of impediment and our officers are on ground doing the needful.         	Positive
        The earlier reported broken down Mini-Wagon at Agric inw Ogolonto has been towed off the road.   Traffic is a lot better now.   Remember to              	Negative
Traffic in/out of Aromire is gd; Traffic in/out of Allen Avenue is gd; Traffic in/out of Kudirat Abiola way is gd; Traffic in/out of Opebi Rd is gd; Traffic in/out of Toyin Street is gd; Traffic in/out of Opebi Link Rd is gd.      	Neutral
    Carter Bridge descending Elegbata U/turn is good through Apongbon proper towards Odunlami intersection. Broad Street approaching Apongbon under bridge is a little busy due to traffic light alternation.	Positive
The return journey from Okota cele link bridge inward Ijesha is also good Linking Cele express is slow due to road construction work ongoing on the main carriage way  Ijesha market to pako Aguda is good while Aguda to Nepa connecting Olatunde Onimole down to Census is steady	Positive
Effort is on for recovery while our officers are on scene managing the situation effectively.          	Positive
Proceeding to Onipanu, Anthony, Independence Tunnel, Odoiyalaro, Ojota B/Stop is steadily moving.   Moving to Ketu is good  but approaching Kosofe, Mile12 bridge, Owode Onirin is busy.	Positive
     Slow but steady movement from Kara inward Old BRT park due to road demarcation.  Otedola back to Kara is good. River inward VIS is good aside alternation.      	Positive
Connecting Leventis Onigbongbo towards Maryland intersection is good. Good to connect Idiroko towards Anthony while return journey is good towards Idiroko but slow to intersection at Maryland due school activities at Mende.      	Positive
Abule Egba inw Katangua, Super, Ile Epo, Pleasure approaching Damco is gd, then slow inw Iyana Ipaja after which it is better thru Araromi, Adealu, Iyana Dopemu.  Traffic is gd from Dopemu thru Cement and Mangoro.       	Positive
     Traffic is getting busy at Major intersections within the zone.   Charity and Oja Oba intersection is now busy due to the close hour rush.   Charity Inward Abule egba is very appreciable at this moment.	Positive
       Movement from McWen bridge inward Bonny Camp is steady at this hour.   Movement on Ahmadu Bello way is slow at Odeku intersection due to alternation. Further movement from  Eko Atlantic to	Positive
The return trip from Odoeran back to Omole is good aside alternation. Akiode inward VIS is slow due to fuel queue at NNPC coupled with massive turning at VIS, better movement inward River Valley, Isheri Olowora.    	Positive
    Vehicular movement is still free in and out of Carter bridge while traffic from underneath ldumota bridge inward Eyin Eyo connecting Balogun street is still looking good for now. Tinubu Square connecting Nnamdi Azikiwe street is still 	Positive
The return journey from Odo Ogun down to Ajegunle to Thomas is good to go while leaving Thomas to Irawo to Idera to weigh bridge to Owode Onirin to Owode Elede down to Mile 12 is a moving traffic.   Ascending and descending Mile 12 bridge inward kosofe down to	Positive
Busy traffic on Ilepo corridor due to the impediments presently on that location while motorists are making use of the available routes including the BRT corridor.	Positive
      Traffic in/out of the Third Mainland Bridge is a breeze at the moment.   Remember to keep it within speed limits.        	Neutral
Movement from 7&amp;8 inward Osolo way to Asa-afariogun intersection is moving steadily,   Inward Aswani is steady  but getting to Aswani proper is slow due to market activities,	Negative
     A lone accident involving a loaded Containerised Truck on the service lane at Oshodi-Isale. Officers of     and   are already on ground for recovery and evacuation.       	Neutral
Men of   on ground performing their wonders.   	Neutral
Hollandia Way down to Eleganzer is slow to connect Osolo Way.     	Negative
     Descending Jubilee Bridge Ajah towards Ilaje is good while slightly busy approaching VGC. Immediately after Northwest towards Ikota, Chevron is a good movement.       	Positive
No record of impediment for now while officers are well positioned doing the needful at their duty point.           	Neutral
This has reduced the lanes along the corridor to one lane while movement is still good along the corridor for now.    	Positive
 return journey. Abimola Ways inw Limca junction is good, return journey is also good. Cowbell road to connect Ilasa under bridge service lane is slow. Oke afa, Pako, Kogberegbe, Ile-Ibadan, Ishaga, College, Omonide, Aye, Limca junction 	Positive
Adeniyi Jones from Hacco, Akora Villa, Aromire inward Allen is busy due to the early morning rush. Lateef Jakande Road Agidingbi from Coca-Cola junction is good. Busy by Mobil, Cadbury, Wempco and Omole gate.      	Positive
Falomo inward Raymond Njoku is good.  Raymond Njoku inward Ribadu is slow due to fuel station activities  Ribadu inward St Greg down to Obalende is good.  Old Secretariat inw Obalende is good but approaching Obalende ubridge is slow.       	Positive
      Sabo roundabout inward Itamaga good, while movement from Itamaga T-jjunction enroute Lucky Fibre  to Maya is also good to go.  Maya  to Adamo, inward Imota and Agbowa is fast.	Positive
    Ajegunle inw Kola, Ijaye, Abule egba connecting Charity intersection are all looking good, while Super inw IleEpo is also gd. Return journey is looking very good as well. Alakuko connecting Ajegunle is okay.    	Positive
The entire Broad Street all the way from General hospital to Lion building, Book shop house, Tinubu square to connect Martins Street is calm. Tinubu Street to Tinubu square is calm. Book shop house to Campus mini stadium, Ganiyu Smith enroute Obalende is good.   	Positive
Iyana-ipaja roundabout inward Moshalasi is free, just little delay at Kokomo, due to the intersection.   From Moshalasi to Water, GTB, Abesan estate roundabout, Estate gate, Abule-egun and the return journey from Abule-egun to Moshalasi is  moving traffic.	Positive
Good movement from Isheri Olowora, River valley, Kosoko, VIS, Grammar School, Omole junction, Excellence, Ogba, Catapilla, Odo eran, Wenco are looking good and the return jounery Wenco to Odo eran is good, better movement to Catapillar, Ogba, Excellence aside 	Positive
Sangrouse inward Sura is slow due to the filling station at that corridor but one lane policy is being observed.          	Negative
Total recovery of the affected vehicles will be done soon.    	Neutral
Joy Avenue and Awoniyi Elemo junction is slow. Apakun inward International Airport is good both inward and outward on the main carriage way, while the service lane is busy inward Ajao Gate due to alternation by Lateef Salami, Olutosin Ajayi and Awoniyi elemo.	Positive
Further movement  to Fagba intersection is slightly slow, due to alternation delays.        	Negative
Moving further towards Post Office is a steady moving traffic. Movement inw Palm Ave junction is slow due to traffic light delay. Better movement inw Coca Cola intersection enroute Cappa down to Shogunle.      	Positive
Proceeding to Berger is slow due to long que at Oando filling station. Berger to Kara is free.  Return journey inward Lagos enroute Iyana Oworo is free.      	Positive
It’s faster towards Berger to link the Express.  On the return journey, it’s moving slowly towards VIS from Kosoko as well. VIS enroute Omole r/about and Ogba looks good.  Traffic from First gate on Agidingbi rd towards Omole r/about is also slow.    	Positive
     Movement from Elliot to Ishaga r'abt is good. Agbado-crossing/Toyin Rd is good.  Ishaga r'abt to Lonlo is free.  Steady flow to Fagba intersection from Lonlo.      	Positive
Connecting Ishaga r'abt from Fagba intersection is moving at a faster rate down to Ishaga.  Good movement inward and outward Elliot. Toyin-Agbado Crossing Rd is good likewise the return to Fagba intersection.         	Positive
...Grammar School, Omole gate, Omole junction aside alternation, approaching Excellence is slow due to alternation, a bit slow to Ogba, better movement to Catapillar, Odo eran, Wenco and the return jounery from Wenco to Odo is good aside alternation.	Positive
NNPC depot is a slow movement due to the alternation around  depot junction.  From NEPA to iyana ejigbo towards powerline is good down to ile iwe.	Positive
Ogunlana drive to Masha roundabout is good, while Karounwi to Kilo down to Masha and Adelabu to Masha roundabout connecting Onilegogoro down to Stadium is a moving traffic..        	Positive
Road safety is everyone’s responsibility. It is appalling to believe that the person behind the wheel is solely saddled with the responsibility of ensuring safety on the road. Safe driving is everyone’s duty. Safe driving is up to every individual on the road.	Positive
Oyebanji round about connecting Adeniji Adele road through Oba's Palace and Police Post is very good for now. llubinrin connecting Carter bridge enroute ljora is still looking good for now.    	Positive
While those 2 serious  accident victims were rushed to the hospital, the PSP trucks and commercial LT bus  were moved to Ikoyi Police Station for further investigations.  Adebayo Taofiq Director, Public Affairs and Enlightenment Department LASTMA	Negative
Good movement to VIS aside massive turning. Onward VIS, Kosoko, River valley down to Isheri is looking good.    	Positive
      Ogba bus stop is fair traffic wise, pushing towards Excellence hotel and County is free but moving slowly towards Omole r/about down to VIS turning due to massive turning and queue at the Filling Stations.	Positive
       An accident involving a Toyota Camry car has occured at Kola, inwards Abule Egba, due brake failure. Casualties have been rushed to hospital for medical attention while men of the Nigerian Police Force are on ground doing the needful. 	Negative
All relevant agencies on ground working ensuring sanity within the corridor. As a result, traffic is very busy within the corridor and officers are on scene managing the situation effectively.  Please drive with caution always.          	Positive
    Pleasure inward Iyana ipaja under bridge down to Goye in and out is good. Alagba towards Iyana ipaja round about, Moshalasi, Gate, Baruwa U-turn and Opeki in and out is okay. Moshalasi approaching Egbeda intersection and 	Positive
Acme junction, Agidingbi, Cadbury junction, due to high influx  of traffic connecting the road.  No record of impediment at this hour.        	Positive
2. Lagos State Ministry of Transportation, the Commissioner, Dr. Frederic Oladeinde assured that alternative routes have been mapped out as well as the deployment of the State Traffic Management Authority, LASTMA to manage Traffic flow during the 2 day visit.	Neutral
      A truck has broken down at Eleko jnctn inw Epe, taking up a lane.  Safety measures being put in place even as effort is on for evacuation.  Men strategically located.       	Negative
From Kano jebba bus stop to Adekunle intersection looking good.           	Positive
      Good movement on College Road stretch in n out. Pencinema Ubridge to Fagba intersection is gtg, return too is fine. Jonathan Coker Rd to Olayiwola through Amala junction and Abiodun Kuye Rd is good	Positive
Movement around Swipha is good. Akowonjo roundabout to Shasha traffic light, straight down to Vulganizer is good, but gets busy from Micon to Ogunlana junction inward Egbeda.          	Positive
Movement from Mechanic village bridge to Adewunmi abudu to Seriki Abass down to Asa Afariogun intersection is good to go.  Asa Afariogun intersection to Joy avenue and Awoniyi Elemo junction down to 7 and 8 to connect Airport road is steady	Positive
Mobil Ashade inward and outward Moshalasi Alhaja connecting Pen-Cinema  ubridge is good. Mobil Ashade inward Marketing on Akilo Road is steady and the return journey is good.       	Positive
Slow on return journey from Independence bridge toward Flag Staff House due to return journey rush. The stretch of JK Randle Road toward Lagos City Mall, TBS and Water Board is free.      	Negative
Movement from Mubostic inward Canoe is encouraging but slow at Canoe r'abt due to alternation.  Connecting Alhaji Lookman Atobajehun and Swimming pool is  moving  as expected.      	Negative
Alaka bridge inward Ijora , a lane occupied by tankers while a lane is moving freely with other categories of vehicles, Ijora Sifax inward Ijora 7up roundabout is a moving traffic likewise inward Badia gaskiya road.	Positive
Obalende bridge inward Onikan bridge descending Flag house is good, CMS down to UBA is good while return journey all the way from Apogbon bridge descending CMS by Outer marina is good. Note: the impediment around that corridor is off the road.	Positive
From Kosofe, Mile12, Owode Elede,Owode Onirin, Weigh Bridge, Irawo, Thomas, Ajegunle to Odogun is gtg.         	Neutral
     Good vehicular movement from Dolphin inward Osborne.  Movement from Osborne to the stretch of Alfred Rewane is good aside slight delays at the intersections.       	Positive
Amule is good but megida layby inward Ayobo round about is busy .   Ishefun road inward Megida is busy but free from Amule towards Church round about.    	Positive
        Ajasa, Command, Ekoro and it's adjoining corridor is having a steady movement. Inward Ile Epo is slow due to pot holes and station dispensing fuel. Inward Agbelekale is good for now to Ile iwe.	Positive
going and it’s a steady moving traffic.  Ajayi Farm inward Ile Zik all through to Mangoro and Cement is looking at the moment.  The return journey from Dopemu under bridge inward Cement.	Positive
Apakun inward International Airport down to Nahco is in good shape also movement from Nahco to 7&amp;8 inward Oshodi is good to go,  Movement from Asa-afariogun intersection to Eleganza enruote Caneo to connect NNPC road is appreciable.	Positive
Inward Ishaga R/abt down to Elliot is better. Toyin-Agbado crossing Rd is still good for now. Ishaga R/abt to Alamutu B/stop is good but busy from there to Fagba intersection.    	Positive
Movement from Casso to Kola connecting Ajegunle  is good with men much on ground managing situation accordingly.         	Positive
This faulty tanker has been managed off the location. Free flow is expected.  	Positive
Proceeding to Ogudu, Ifako and Iyana Oworo moves faster but a gradual movement ascending the third mainland bridge enroute Adeniji. Iluburin moves steadily, and faster towards adura. Obalende bridge is getting busy, we have it slow descending towards Onikan and Flag house.	Negative
        Movet from Dolphin to Osborne is good.  Osborne to Alfred Rewane in and out is good to go.  Onikan roundabout  connecting Falomo through Awolowo Road is good.  Falomo inward Bourdillon, Alexander and Gerrard is also good.   	Positive
      DHL to Toyota down to 5 star enroute Aswani road by Emzor pharmaceutical bend to link osolo way is very free but a bit slow  at Emzor bend Aiye enroute Osolo way to Ogundele junction down to Aswani junction is good	Positive
Iganmu bridge inward Ijora Sifax, Ijora bridge , Ijora 7up roundabout, Badia gaskiya road is moving steadily                                 Total bridge inward Ijora olopa is moving well likewise return journey inward Ijora oloye and High bridge	Positive
R/journey  Traffic is still on the high side all the way from Ketu with backlog still at Odo Ogun. 	Positive
Campos Square linking Igbosere is good down to kam-salem house.  Free on Broad Street from General Hospital toward freedom park, first Baptist church, Book Shop House and Tinubu Square. Further movement toward Apongbon is still moving expectedly.      	Positive
        Slow movement from New garage inward Old BRT park. Better movement inward Otedola. On the return trip from Otedola inward 2nd Oando is slow due to fuel queue. Better movement inward Kara.	Positive
Pleasure, inward Danco is good. Moving traffic from Danco to Iyanaipaja overhead bridge. Proceeding to Dopemu is fast, with slight delay at under bridge.  Return journey from Dopemu to Adealu, Araromi, Iyanaipaja pedistrian bridge, down to Pleasure is fast.    	Positive
Police post stretch on awoyaya, majek, ogidan towards adesanya to under bridge is good to go.  No record of impediment at the moment.  Personnels are on ground doing the needful.           	Positive
     Movement on College Road is busy frm Fadare Str to Yaya Abatan (Thomas Salako)street junction. Nationwide enroute Ajayi s still good.  Ajayi junction is moving well down to Oyemekun.       	Positive
Apogbon bridge, descending CMS by outer Marina inward State House, down to McWen bridge and bonny camp is good.         	Positive
Effect on traffic is quite obvious, however, effort is ongoing to remove the vehicle from the location.         	Neutral
Ogudu inw Alapere by NNPC is a steady movement.  Further movement to Alapere, all the way down to Sectariat, en-route Otedola, Berger is fast.        	Positive
Obalende bridge and the stretch of Ilubirin down to Adeniji is good. Adeniji down to Adekunle on 3rd Mainland bridge is good. Osborne Road inward Emergency Point to connect Ilubirin is good.         	Positive
Jolly ride on JK Randle Road toward Lagos City Mall, TBS and Water Board.  The stretch of Broad Street from General Hospital heading toward Apogbon is good.      	Positive
     This is a picture of loaded truck that fell at Amje turning inward Tollgate, it has minimal effect on traffic for now but will receive attention swiftly. our men are on standby to push traffic.       	Negative
Itamaga T junction enroute Lucky fibre down to Maya is okay Maya to Adamo, Imota, Agbowa axis is very calm in and out.       	Positive
